gene_id	type	motif_min_rank	min_motif_rank	min_q_val	min_enr_fold	min_pi_value	gene_name	description	ath_gene_id	ath_alias	gene_name_figs	Expressed gene	Gene description_DE	P value_DE	Avg_log2(FC)_DE	pct.1_DE	pct.2_DE	Adjusted P value_DE	Cluster_DE
Zm00001d005149	TG						Zm00001d005149	Pentatricopeptide repeat-containing protein  mitochondrial	AT3G26782		Zm00001d005149	True							
Zm00001d007670	TG						Zm00001d007670	Nodulin homeobox	AT5G27380	GSHB	Zm00001d007670 (GSHB)	True							
Zm00001d014192	TG						Zm00001d014192	ACT domain-containing protein ACR11	AT1G16880	ACR11	Zm00001d014192 (ACR11)	True	ACT domain-containing protein ACR11	0.0	1.2162346731138898	0.3	0.07	0.0	BSCs
Zm00001d030954	TG						Zm00001d030954	PIG-X/PBN1 family protein	AT5G46850		Zm00001d030954	True							
Zm00001d031216	TG						Zm00001d031216	FAD/NAD(P)-binding oxidoreductase family protein	AT5G39940		Zm00001d031216	True							
Zm00001d035601	TG						Zm00001d035601	UDP-galactose/UDP-glucose transporter 5	AT5G59740		Zm00001d035601	True							
Zm00001d047986	TG						Zm00001d047986	Whole genome shotgun sequence of line PN40024 scaffold_7.assembly12x (Fragment)	AT3G58050		Zm00001d047986	True							
Zm00001d048175	TG						Zm00001d048175	J domain-containing protein required for chloroplast accumulation response 1	AT4G36520		Zm00001d048175	True							
Zm00001d052895	TG						Zm00001d052895		AT3G57990		Zm00001d052895	True							
Zm00001d006347	TG						Zm00001d006347	SNARE associated Golgi protein family	AT1G12450		Zm00001d006347	True	SNARE associated Golgi protein family	0.0	0.348164309549295	0.8490000000000001	0.522	0.00464211108280863	Bundle_sheath
Zm00001d006944	TG						calcineurin B-like-interacting protein kinase21	CBL-interacting serine/threonine-protein kinase 1	AT3G17510	SnRK3.16	calcineurin B-like-interacting protein kinase21 (SnRK3.16)	True							
Zm00001d008187	TG						Zm00001d008187	Probable L-cysteine desulfhydrase chloroplastic	AT5G26600		Zm00001d008187	True							
Zm00001d009848	TG						Zm00001d009848	60S ribosomal protein L18-3	AT5G27850		Zm00001d009848	True							
Zm00001d010292	TG						Zm00001d010292		AT3G47580		Zm00001d010292	True							
Zm00001d010528	TG						Zm00001d010528	60S ribosomal protein L36	AT2G37600		Zm00001d010528	True							
Zm00001d010650	TG						Zm00001d010650	Calmodulin	AT1G66410	CAM4	Zm00001d010650 (CAM4)	True							
Zm00001d011533	TG						Zm00001d011533	Protochlorophyllide-dependent translocon component 52 chloroplastic	AT4G25650	TIC55-IV	Zm00001d011533 (TIC55-IV)	True							
Zm00001d012600	TG						Zm00001d012600	Protein kinase superfamily protein	AT3G20530		Zm00001d012600	True	Protein kinase superfamily protein	0.0	0.702748082550908	0.109	0.004	0.0	BSCs
Zm00001d014005	TG						Zm00001d014005		AT2G28430		Zm00001d014005	True							
Zm00001d018365	TG						Zm00001d018365	AUGMIN subunit 8	AT4G30710	QWRF8	Zm00001d018365 (QWRF8)	True							
Zm00001d024904	TG						Zm00001d024904	OSJNBb0004G23.12 protein; OSJNBb0085F13.7 protein	AT5G62170	TRM25	Zm00001d024904 (TRM25)	True							
Zm00001d026132	TG						skewed root growth similar8	SKU5 similar 5	AT1G21850	sks8	skewed root growth similar8 (sks8)	True							
Zm00001d028807	TG						Zm00001d028807	40S ribosomal protein S28	AT5G64140	RPS28	Zm00001d028807 (RPS28)	True							
Zm00001d029343	TG						Zm00001d029343	Probable F-actin-capping protein subunit beta	AT1G71790	CPB	Zm00001d029343 (CPB)	True							
Zm00001d029726	TG						Zm00001d029726		AT2G30700		Zm00001d029726	True							
Zm00001d031149	TG						Zm00001d031149	Dihydroceramide fatty acyl 2-hydroxylase FAH1	AT2G34770	FAH1	Zm00001d031149 (FAH1)	True							
Zm00001d031184	TG						Zm00001d031184	RING finger protein 5	AT1G19310		Zm00001d031184	True							
Zm00001d032301	TG						Zm00001d032301	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G78140		Zm00001d032301	True	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	0.0	1.03965130478145	0.27	0.04	0.0	BSCs
Zm00001d035143	TG						Zm00001d035143	LRR receptor-like serine/threonine-protein kinase EFR	AT3G47110		Zm00001d035143	True							
Zm00001d035570	TG						Zm00001d035570	alpha/beta-Hydrolases superfamily protein	AT5G66150		Zm00001d035570	True							
Zm00001d035761	TG						Zm00001d035761	Peptidyl-prolyl cis-trans isomerase	AT5G13120	Pnsl5	Zm00001d035761 (Pnsl5)	True							
Zm00001d038720	TG						Zm00001d038720				Zm00001d038720	True							
Zm00001d038728	TG						trehalose-6-phosphate synthase12	trehalose-6-phosphate synthase12	AT1G78580	TPS1	trehalose-6-phosphate synthase12 (TPS1)	True							
Zm00001d038772	TG						Zm00001d038772	CCCH transcription factor%3B CCCH transcription factor isoform 1%3B CCCH transcription factor isoform 2	AT2G25900	ATTZF1	Zm00001d038772 (ATTZF1)	True							
Zm00001d042074	TG						Zm00001d042074	Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain	AT5G12350		Zm00001d042074	True							
Zm00001d047512	TG						Zm00001d047512	DNA binding protein	AT2G40435		Zm00001d047512	True							
Zm00001d048116	TG						Zm00001d048116		AT2G03420		Zm00001d048116	True							
Zm00001d051588	TG						Zm00001d051588	RING-box protein 1a	AT5G20570	ROC1	Zm00001d051588 (ROC1)	True							
Zm00001d052475	TG						cytochrome P450 37	Cytochrome P450 90A1	AT5G05690	DWF3	cytochrome P450 37 (DWF3)	True	Cytochrome P450 90A1	0.0	0.33378734876431	0.109	0.02	0.0	BSCs
Zm00001d052741	TG						Zm00001d052741	NC domain-containing protein-related	AT1G01225		Zm00001d052741	True							
Zm00001d002572	TG						ubiquitin-conjugating enzyme19	Ubiquitin-conjugating enzyme E2 I	AT3G57870	SCE1A	ubiquitin-conjugating enzyme19 (SCE1A)	True							
Zm00001d005248	TG						Zm00001d005248	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	AT5G66680	DGL1	Zm00001d005248 (DGL1)	True							
Zm00001d006536	TG						Zm00001d006536	Cysteine-rich receptor-like protein kinase 10	AT4G05200	CRK25	Zm00001d006536 (CRK25)	True							
Zm00001d006838	TG						Zm00001d006838	40S ribosomal protein S3-1			Zm00001d006838	True							
Zm00001d011827	TG						Zm00001d011827	Phosphatidylserine decarboxylase proenzyme 3	AT5G57190	PSD2	Zm00001d011827 (PSD2)	True	Phosphatidylserine decarboxylase proenzyme 3	0.0	0.43768377312858203	0.509	0.064	0.0	Bundle_sheath
Zm00001d013441	TG						Zm00001d013441	Coatomer subunit alpha-1	AT1G62020		Zm00001d013441	True							
Zm00001d013641	TG						Zm00001d013641	HSP20-like chaperones superfamily protein	AT5G20970		Zm00001d013641	True							
Zm00001d014496	TG						Zm00001d014496	ARM repeat superfamily protein	AT1G61350		Zm00001d014496	True							
Zm00001d014912	TG						protein disulfide isomerase4	protein disulfide isomerase4	AT5G60640	PDIL1-4	protein disulfide isomerase4 (PDIL1-4)	True							
Zm00001d014948	TG						Zm00001d014948	Protein prenylyltransferase superfamily protein	AT1G10095		Zm00001d014948	True							
Zm00001d016675	TG						constitutive triple response1	Serine/threonine-protein kinase CTR1	AT5G03730	SIS1	constitutive triple response1 (SIS1)	True							
Zm00001d018693	TG						pentatricopeptide repeat 2	pentatricopeptide repeat 2	AT3G06430	PPR2	pentatricopeptide repeat 2 (PPR2)	True							
Zm00001d018758	TG						succinate dehydrogenase1	succinate dehydrogenase1	AT5G66760	SDH1-1	succinate dehydrogenase1 (SDH1-1)	True	 succinate dehydrogenase1	0.0	0.605455796578187	0.5660000000000001	0.127	0.0	Bundle_sheath
Zm00001d020037	TG						Zm00001d020037	Zinc finger%2C C2H2 type family protein	AT1G13290	WIP6	Zm00001d020037 (WIP6)	True							
Zm00001d020572	TG						Zm00001d020572	Pentatricopeptide repeat-containing protein	AT5G10690		Zm00001d020572	True							
Zm00001d027323	TG						Zm00001d027323		AT1G65720		Zm00001d027323	True							
Zm00001d027971	TG						Zm00001d027971	transducin family protein / WD-40 repeat family protein	AT5G10940	ASG2	Zm00001d027971 (ASG2)	True							
Zm00001d030159	TG						Zm00001d030159	Protein NRT1/ PTR FAMILY 8.3	AT2G02040	PTR2-B	Zm00001d030159 (PTR2-B)	True							
Zm00001d032142	TG						Zm00001d032142	Probable LRR receptor-like serine/threonine-protein kinase	AT2G23950		Zm00001d032142	True							
Zm00001d032776	TG						cellulose synthase10	cellulose synthase10	AT5G44030	NWS2	cellulose synthase10 (NWS2)	True							
Zm00001d034809	TG						Zm00001d034809	LUC7 related protein			Zm00001d034809	True							
Zm00001d036524	TG						zeitlupe-like2	Adagio protein 1	AT5G57360	ZTL	zeitlupe-like2 (ZTL)	True							
Zm00001d037321	TG						autophagy2	Retrovirus-related Pol polyprotein LINE-1	AT3G19190	PEUP1	autophagy2 (PEUP1)	True							
Zm00001d038056	TG						giberellic acid-stimulated like1	Gibberellin-regulated protein 13	AT1G74670	GASA6	giberellic acid-stimulated like1 (GASA6)	True							
Zm00001d042902	TG						siamese-related1	Putative uncharacterized protein			siamese-related1	True							
Zm00001d043074	TG						Zm00001d043074	proline-rich family protein			Zm00001d043074	True							
Zm00001d047462	TG						Zm00001d047462	50S ribosomal protein L6 chloroplastic	AT1G05190	emb2394	Zm00001d047462 (emb2394)	True							
Zm00001d047990	TG						Zm00001d047990	Probable receptor-like serine/threonine-protein kinase	AT4G34500		Zm00001d047990	True							
Zm00001d048420	TG						Zm00001d048420	Potassium channel tetramerisation domain-containing protein 9%3B Potassium channel tetramerisation domain-containing protein 9 isoform 1%3B Potassium channel tetramerisation domain-containing protein 9 isoform 2	AT5G55000	FIP2	Zm00001d048420 (FIP2)	True							
Zm00001d049011	TG						Zm00001d049011	Polyketide cyclase/dehydrase and lipid transport superfamily protein	AT5G49800		Zm00001d049011	True							
Zm00001d050319	TG						Zm00001d050319	Protein CHAPERONE-LIKE PROTEIN OF POR1 chloroplastic	AT5G23040	CPP1	Zm00001d050319 (CPP1)	True							
Zm00001d050831	TG						Zm00001d050831				Zm00001d050831	True							
Zm00001d052653	TG						respiratory burst oxidase4	respiratory burst oxidase4	AT5G47910	RBOHD	respiratory burst oxidase4 (RBOHD)	True							
Zm00001d000242	TG						Zm00001d000242	Expressed protein;  protein	AT3G22540		Zm00001d000242	True							
Zm00001d001903	TG						Zm00001d001903	Carboxylesterase SOBER1	AT4G22300	SOBER1	Zm00001d001903 (SOBER1)	True							
Zm00001d002122	TG						Zm00001d002122	RNA-binding (RRM/RBD/RNP motifs) family protein	AT1G14340		Zm00001d002122	True							
Zm00001d002156	TG						silencing gene B101	Silencing group B protein	AT5G13780		silencing gene B101	True							
Zm00001d002256	TG						starch synthase3	Starch synthase 3 chloroplastic/amyloplastic	AT1G11720	SS3	starch synthase3 (SS3)	True	Starch synthase 3 chloroplastic/amyloplastic	0.0	1.1689837902172	0.196	0.02	0.0	BSCs
Zm00001d002341	TG						Zm00001d002341	OSJNBa0070C17.17 protein;  protein	AT1G16320		Zm00001d002341	True							
Zm00001d002425	TG						Zm00001d002425	putrescine-binding periplasmic protein-related	AT1G31410	ENF2	Zm00001d002425 (ENF2)	True							
Zm00001d002573	TG						GRAS-transcription factor 52	GRAS transcription factor	AT5G52510	SCL8	GRAS-transcription factor 52 (SCL8)	True							
Zm00001d002851	TG						Zm00001d002851	Probable galacturonosyltransferase-like 3	AT1G13250	GATL3	Zm00001d002851 (GATL3)	True							
Zm00001d003024	TG						Zm00001d003024	Enzyme of the cupin superfamily	AT4G10300		Zm00001d003024	True	Enzyme of the cupin superfamily  	0.0	0.6146755651184499	0.491	0.0	0.0	Bundle_sheath
Zm00001d003684	TG						Zm00001d003684	Alba DNA/RNA-binding protein	AT1G20220		Zm00001d003684	True							
Zm00001d004438	TG						pullulanase-type starch debranching enzyme1	pullulanase-type starch debranching enzyme1	AT5G04360	PU1	pullulanase-type starch debranching enzyme1 (PU1)	True							
Zm00001d004650	TG						Zm00001d004650	CRP7 - Cysteine-rich family protein precursor expressed	AT1G65295		Zm00001d004650	True							
Zm00001d004751	TG						Zm00001d004751	Protein-tyrosine-phosphatase PTP1	AT1G71860	PTP1	Zm00001d004751 (PTP1)	True							
Zm00001d005693	TG						Zm00001d005693		AT3G50685		Zm00001d005693	True							
Zm00001d006055	TG						Zm00001d006055	RNA-binding KH domain-containing protein	AT1G51580		Zm00001d006055	True							
Zm00001d006368	TG						Zm00001d006368	NEP1-interacting protein-like 1	AT2G17730	NIP2	Zm00001d006368 (NIP2)	True							
Zm00001d006533	TG						Zm00001d006533	Villin-4	AT4G30160	VLN4	Zm00001d006533 (VLN4)	True							
Zm00001d006606	TG						Zm00001d006606	bromodomain 4	AT1G61240		Zm00001d006606	True							
Zm00001d007184	TG						Zm00001d007184	Probable galacturonosyltransferase 7	AT2G38650	LGT7	Zm00001d007184 (LGT7)	True							
Zm00001d007753	TG						Zm00001d007753	Eukaryotic aspartyl protease family protein	AT1G03220		Zm00001d007753	True							
Zm00001d007819	TG						Zm00001d007819	40S ribosomal protein S15-4	AT5G09510		Zm00001d007819	True							
Zm00001d008228	TG						50S ribosomal protein L40	50S ribosomal protein 5 chloroplastic			50S ribosomal protein L40	True							
Zm00001d008390	TG						Zm00001d008390	RNA recognition motif (RRM)-containing protein	AT3G23900		Zm00001d008390	True							
Zm00001d008497	TG						chloroplast protein synthesis5	Leucine--tRNA ligase chloroplastic/mitochondrial	AT4G04350	EMB2369	chloroplast protein synthesis5 (EMB2369)	True							
Zm00001d008628	TG						Zm00001d008628	Gamma-glutamyltranspeptidase 3	AT4G39650	GGT2	Zm00001d008628 (GGT2)	True							
Zm00001d009027	TG						Zm00001d009027	DnaJ protein isoform 1%3B DnaJ protein isoform 2	AT2G20560		Zm00001d009027	True							
Zm00001d009413	TG						Zm00001d009413	DUF1639 family protein	AT1G55340		Zm00001d009413	True							
Zm00001d009745	TG						Zm00001d009745	DNA damage-binding protein 1a	AT4G05420	DDB1A	Zm00001d009745 (DDB1A)	True	DNA damage-binding protein 1a	0.0	0.9546374706674428	0.29100000000000004	0.109	0.0	BSCs
Zm00001d009779	TG						Zm00001d009779	dihydrolipoyl dehydrogenases	AT3G16950	ptlpd1	Zm00001d009779 (ptlpd1)	True							
Zm00001d010336	TG						methionine sulfoxide reductase5	Peptide methionine sulfoxide reductase B3	AT4G21860	MSRB2	methionine sulfoxide reductase5 (MSRB2)	True							
Zm00001d011876	TG						elongated mesocotyl1	Phytochromobilin:ferredoxin oxidoreductase chloroplastic	AT3G09150	HY2	elongated mesocotyl1 (HY2)	True							
Zm00001d012161	TG						60S ribosomal protein L5-1 homolog b	60S ribosomal protein L5-1 homolog b	AT3G25520	RPL5A	60S ribosomal protein L5-1 homolog b (RPL5A)	True							
Zm00001d012232	TG						Zm00001d012232				Zm00001d012232	True							
Zm00001d012513	TG						Zm00001d012513	Ubiquitin-conjugating enzyme E2 11	AT3G08690	UBC11	Zm00001d012513 (UBC11)	True							
Zm00001d012571	TG						Zm00001d012571	aleurone9	AT2G41460	ARP	Zm00001d012571 (ARP)	True							
Zm00001d012689	TG						Zm00001d012689	Protein CURVATURE THYLAKOID 1C chloroplastic	AT1G52220	CURT1C	Zm00001d012689 (CURT1C)	True	Protein CURVATURE THYLAKOID 1C chloroplastic	0.0	0.44269976051116494	0.1	0.037000000000000005	0.017564	BSCs
Zm00001d012865	TG						Zm00001d012865	LUC7 related protein	AT5G17440		Zm00001d012865	True							
Zm00001d013041	TG						cytochrome b-c1 complex subunit 7	Cytochrome b-c1 complex subunit 7	AT5G25450		cytochrome b-c1 complex subunit 7	True							
Zm00001d013077	TG						Zm00001d013077	Plant Tudor-like RNA-binding protein	AT5G20030		Zm00001d013077	True							
Zm00001d013300	TG						Zm00001d013300	Histone H2A	AT2G38810	HTA8	Zm00001d013300 (HTA8)	True							
Zm00001d013512	TG						Zm00001d013512	DUF1336 domain containing protein expressed	AT1G59650	CW14	Zm00001d013512 (CW14)	True							
Zm00001d013540	TG						ubiquitin-protein ligase4	E3 ubiquitin-protein ligase UPL7	AT3G53090	UPL7	ubiquitin-protein ligase4 (UPL7)	True							
Zm00001d013677	TG						Zm00001d013677	GCK domain-containing protein	AT1G14060		Zm00001d013677	True							
Zm00001d014569	TG						heavy metal ATPase1	Probable cadmium/zinc-transporting ATPase HMA1 chloroplastic	AT4G37270	HMA1	heavy metal ATPase1 (HMA1)	True							
Zm00001d015209	TG						Zm00001d015209	Histone acetyltransferase HAC1	AT1G16710	HAC12	Zm00001d015209 (HAC12)	True							
Zm00001d015434	TG						b-box17	B-box zinc finger family protein	AT3G21890	BBX31	b-box17 (BBX31)	True							
Zm00001d015971	TG						Zm00001d015971	Probable LRR receptor-like serine/threonine-protein kinase	AT5G10290		Zm00001d015971	True							
Zm00001d016361	TG						C2C2-GATA-transcription factor 15	Putative GATA transcription factor 22	AT4G26150	GNL	C2C2-GATA-transcription factor 15 (GNL)	True							
Zm00001d016653	TG						Zm00001d016653	WD repeat-containing protein LWD1	AT1G12910	LWD1	Zm00001d016653 (LWD1)	True							
Zm00001d016998	TG						Zm00001d016998	18S pre-ribosomal assembly protein gar2-related	AT2G03810		Zm00001d016998	True							
Zm00001d017047	TG						Zm00001d017047	60S ribosomal protein L6	AT1G74050		Zm00001d017047	True							
Zm00001d018146	TG						Zm00001d018146	Methionine aminopeptidase 1D chloroplastic/mitochondrial	AT4G33380		Zm00001d018146	True							
Zm00001d018629	TG						Zm00001d018629	Dirigent-like protein pDIR3	AT5G42510		Zm00001d018629	True							
Zm00001d019613	TG						Zm00001d019613	Probable O-methyltransferase 2	AT4G35160		Zm00001d019613	True							
Zm00001d020087	TG						NUDIX domain hydrolase1	NUDIX domain hydrolase1	AT5G19460	NUDT20	NUDIX domain hydrolase1 (NUDT20)	True							
Zm00001d020343	TG						Zm00001d020343	Probable acyl-activating enzyme 17 peroxisomal	AT5G23050	AAE17	Zm00001d020343 (AAE17)	True	Probable acyl-activating enzyme 17 peroxisomal	0.0	0.45024448709841	0.126	0.042	2e-05	BSCs
Zm00001d020510	TG						Zm00001d020510	Cytochrome c oxidase copper chaperone	AT1G53030		Zm00001d020510	True	Cytochrome c oxidase copper chaperone  	0.0	0.6286123744889389	0.14300000000000002	0.044	0.0	BSCs
Zm00001d020867	TG						Zm00001d020867	Subtilisin-like protease SBT5.3	AT5G59810	SBT5.4	Zm00001d020867 (SBT5.4)	True							
Zm00001d021011	TG						Zm00001d021011				Zm00001d021011	True							
Zm00001d021267	TG						Zm00001d021267	Mediator complex subunit 10 CG5057-PA	AT1G26665		Zm00001d021267	True							
Zm00001d021985	TG						Zm00001d021985	Formin-like protein 6	AT5G67470	FH6	Zm00001d021985 (FH6)	True							
Zm00001d022366	TG						math-btb15	BTB/POZ and MATH domain-containing protein 2	AT5G19000	BPM1	math-btb15 (BPM1)	True							
Zm00001d022428	TG						Zm00001d022428	Probable galacturonosyltransferase 7	AT2G38650	LGT7	Zm00001d022428 (LGT7)	True							
Zm00001d023283	TG						Zm00001d023283	cell division cycle 45	AT3G25100	CDC45	Zm00001d023283 (CDC45)	True							
Zm00001d023978	TG						Zm00001d023978	Cytochrome b5 isoform B	AT5G48810	CYTB5-B	Zm00001d023978 (CYTB5-B)	True							
Zm00001d024294	TG						Zm00001d024294	Equilibrative nucleotide transporter 1	AT1G70330	ENT1,AT	Zm00001d024294 (ENT1,AT)	True							
Zm00001d024804	TG						Zm00001d024804		AT4G02920		Zm00001d024804	True	nan	0.0	1.25576606027083	0.35700000000000004	0.126	0.0	BSCs
Zm00001d024828	TG						Zm00001d024828	MIF4G domain-containing protein / MA3 domain-containing protein	AT5G17930		Zm00001d024828	True							
Zm00001d026095	TG						Zm00001d026095	Sugar isomerase (SIS) family protein	AT5G52190		Zm00001d026095	True							
Zm00001d026352	TG						Zm00001d026352	Cytochrome c biogenesis ATP-binding export protein ccmA-like%3B Cytochrome c biogenesis ATP-binding export protein ccmA-like protein	AT1G63270	NAP10	Zm00001d026352 (NAP10)	True							
Zm00001d026560	TG						Zm00001d026560	OSJNBa0043A12.15 protein;  protein; Thioredoxin-like protein	AT5G50100		Zm00001d026560	True							
Zm00001d027460	TG						Zm00001d027460	DNA binding protein	AT2G19260		Zm00001d027460	True							
Zm00001d027573	TG						Zm00001d027573		AT2G20920		Zm00001d027573	True							
Zm00001d027745	TG						Zm00001d027745				Zm00001d027745	True							
Zm00001d027847	TG						Zm00001d027847	HNH endonuclease	AT3G47490		Zm00001d027847	True							
Zm00001d028207	TG						Zm00001d028207	ATP synthase subunit gamma mitochondrial	AT2G33040	ATP3	Zm00001d028207 (ATP3)	True	ATP synthase subunit gamma mitochondrial	0.0	0.4285211655043831	0.943	0.7959999999999999	9e-06	Bundle_sheath
Zm00001d028354	TG						Zm00001d028354	Protein NRT1/ PTR FAMILY 8.3	AT2G02040	PTR2-B	Zm00001d028354 (PTR2-B)	True							
Zm00001d028690	TG						Zm00001d028690				Zm00001d028690	True							
Zm00001d028802	TG						Zm00001d028802		AT5G05360		Zm00001d028802	True							
Zm00001d028918	TG						NADH ubiquinone oxidoreductase1	NADH ubiquinone oxidoreductase1	AT5G52840		NADH ubiquinone oxidoreductase1	True	 NADH ubiquinone oxidoreductase1	0.0	0.7062933818465179	1.0	0.8859999999999999	0.0	Bundle_sheath
Zm00001d029218	TG						flavanone 3-hydroxylase2	Protein SRG1	AT3G21420	LBO1	flavanone 3-hydroxylase2 (LBO1)	True	Protein SRG1	1e-06	-0.942248859457474	0.03	0.145	0.021821	BSCs
Zm00001d029663	TG						Zm00001d029663	Pollen ankyrin-like protein	AT5G07270	XBAT33	Zm00001d029663 (XBAT33)	True							
Zm00001d029758	TG						calcium dependent protein kinase37	Calcium-dependent protein kinase 6	AT2G17290	CPK6	calcium dependent protein kinase37 (CPK6)	True							
Zm00001d030157	TG						Zm00001d030157	ADP-ribosylation factor B1B	AT5G17060	ATARFB1B	Zm00001d030157 (ATARFB1B)	True							
Zm00001d030471	TG						Zm00001d030471	Alpha-L-fucosidase 2	AT4G34260	FUC95A	Zm00001d030471 (FUC95A)	True							
Zm00001d031891	TG						Zm00001d031891	Peptidase M1 family protein	AT1G63770		Zm00001d031891	True							
Zm00001d031952	TG						Zm00001d031952		AT3G53470		Zm00001d031952	True	nan	0.0	0.471940880363565	0.698	0.309	0.0	Bundle_sheath
Zm00001d031975	TG						Zm00001d031975	Fb14	AT2G47690		Zm00001d031975	True							
Zm00001d032162	TG						temperature-induced lipocalin2	Temperature-induced lipocalin-1	AT5G58070	TIL	temperature-induced lipocalin2 (TIL)	True	Temperature-induced lipocalin-1	0.0	0.5521988944713591	0.126	0.038	0.0	BSCs
Zm00001d032283	TG						Zm00001d032283		AT2G46550		Zm00001d032283	True							
Zm00001d032345	TG						Zm00001d032345	Nudix hydrolase 15 mitochondrial	AT1G28960	NUDX15	Zm00001d032345 (NUDX15)	True							
Zm00001d032681	TG						Homeobox-transcription factor 69	Homeobox-leucine zipper protein REVOLUTA	AT5G60690	REV	Homeobox-transcription factor 69 (REV)	True							
Zm00001d033337	TG						Zm00001d033337	Protein OSB1 mitochondrial	AT1G47720	OSB1	Zm00001d033337 (OSB1)	True							
Zm00001d033447	TG						globulin1	Globulin-1 S allele	AT3G22640	PAP85	globulin1 (PAP85)	True							
Zm00001d033448	TG						Zm00001d033448	Nuclear poly(A) polymerase 1	AT1G17980	PAPS1	Zm00001d033448 (PAPS1)	True							
Zm00001d034237	TG						Zm00001d034237	Probable LRR receptor-like serine/threonine-protein kinase	AT2G16250		Zm00001d034237	True	Probable LRR receptor-like serine/threonine-protein kinase 	0.0	0.332470543721851	0.396	0.114	1e-06	Bundle_sheath
Zm00001d034808	TG						Zm00001d034808	30S ribosomal protein S6 alpha chloroplastic	AT1G64510		Zm00001d034808	True							
Zm00001d035000	TG						Zm00001d035000	seed maturation protein	AT3G12960	SMP1	Zm00001d035000 (SMP1)	True							
Zm00001d035468	TG						Zm00001d035468				Zm00001d035468	True							
Zm00001d035649	TG						Zm00001d035649	embryo defective 2735	AT5G06240	emb2735	Zm00001d035649 (emb2735)	True							
Zm00001d036036	TG						Zm00001d036036	Histone H3	AT4G40030	H3.3	Zm00001d036036 (H3.3)	True							
Zm00001d036343	TG						Zm00001d036343		AT4G16100		Zm00001d036343	True							
Zm00001d037104	TG						Zm00001d037104	Adrenodoxin-like protein 2 mitochondrial	AT4G21090	MFDX2	Zm00001d037104 (MFDX2)	True							
Zm00001d037142	TG						Zm00001d037142	Putative transcription elongation factor SPT5 homolog 1	AT4G08350	GTA2	Zm00001d037142 (GTA2)	True							
Zm00001d037384	TG						C-glucosyl transferase2	Anthocyanidin 3-O-glucosyltransferase	AT4G15280	UGT71B5	C-glucosyl transferase2 (UGT71B5)	True							
Zm00001d037497	TG						Zm00001d037497	Villin-1	AT2G29890	VLN1	Zm00001d037497 (VLN1)	True							
Zm00001d039448	TG						Zm00001d039448	Transducin/WD40 repeat-like superfamily protein	AT5G45760		Zm00001d039448	True	Transducin/WD40 repeat-like superfamily protein	0.0	0.464920409654003	0.698	0.365	4.5e-05	Bundle_sheath
Zm00001d039709	TG						Zm00001d039709		AT3G56430		Zm00001d039709	True							
Zm00001d039730	TG						Zm00001d039730	Shaggy-related protein kinase alpha	AT3G05840	ATSK12	Zm00001d039730 (ATSK12)	True							
Zm00001d040164	TG						Zm00001d040164	RING-box protein 1a	AT5G20570	ROC1	Zm00001d040164 (ROC1)	True							
Zm00001d040684	TG						Zm00001d040684	Carboxylic ester hydrolase	AT2G46930		Zm00001d040684	True							
Zm00001d040783	TG						Zm00001d040783				Zm00001d040783	True							
Zm00001d041634	TG						Zm00001d041634				Zm00001d041634	True							
Zm00001d042263	TG						bHLH-transcription factor 175	Inducer of CBF expression 2	AT3G26744	SCRM	bHLH-transcription factor 175 (SCRM)	True							
Zm00001d042555	TG						Zm00001d042555	Zinc-binding dehydrogenase family protein	AT1G65560		Zm00001d042555	True							
Zm00001d042653	TG						Zm00001d042653	HSP40/DnaJ peptide-binding protein	AT3G08910		Zm00001d042653	True							
Zm00001d042712	TG						Zm00001d042712		AT1G71240		Zm00001d042712	True							
Zm00001d042909	TG						Zm00001d042909	Elicitor-responsive protein 1	AT3G55470		Zm00001d042909	True	Elicitor-responsive protein 1  	0.0	-1.52698816444595	0.096	0.24	0.002109	BSCs
Zm00001d043380	TG						Zm00001d043380	Protein CHLORORESPIRATORY REDUCTION 7 chloroplastic	AT5G39210	CRR7	Zm00001d043380 (CRR7)	True							
Zm00001d044489	TG						Zm00001d044489				Zm00001d044489	True							
Zm00001d045147	TG						Zm00001d045147	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH4	AT1G27900		Zm00001d045147	True							
Zm00001d045534	TG						Zm00001d045534	Zn-dependent exopeptidases superfamily protein	AT5G20660		Zm00001d045534	True							
Zm00001d047969	TG						Zm00001d047969	Protein OBERON 3	AT1G14740	TTA1	Zm00001d047969 (TTA1)	True							
Zm00001d048136	TG						Zm00001d048136		AT5G43150		Zm00001d048136	True							
Zm00001d048824	TG						Zm00001d048824	Putative oligouridylate binding protein	AT1G17370	UBP1B	Zm00001d048824 (UBP1B)	True							
Zm00001d049251	TG						Zm00001d049251	Rhamnogalacturonate lyase family protein	AT3G26950		Zm00001d049251	True							
Zm00001d049464	TG						Zm00001d049464	B-box type zinc finger family protein	AT5G54470	BBX29	Zm00001d049464 (BBX29)	True							
Zm00001d050153	TG						Zm00001d050153	Reticulon-like protein B21	AT5G58000		Zm00001d050153	True							
Zm00001d050251	TG						Zm00001d050251	Hydroxyproline O-galactosyltransferase HPGT1	AT5G53340		Zm00001d050251	True							
