gene_id	type	motif_min_rank	min_motif_rank	min_q_val	min_enr_fold	min_pi_value	gene_name	description	ath_gene_id	ath_alias	gene_name_figs	Expressed gene	Gene description_DE	P value_DE	Avg_log2(FC)_DE	pct.1_DE	pct.2_DE	Adjusted P value_DE	Cluster_DE
Zm00001d028062	TG						Zm00001d028062	CASP-like protein 5A2	AT2G28370		Zm00001d028062	True							
Zm00001d028074	TG						GNAT-transcription factor 2	HLS1	AT4G37580	UNS2	GNAT-transcription factor 2 (UNS2)	True	HLS1  	0.0	-0.994920559611312	0.054000000000000006	0.182	0.0	MCs
Zm00001d028170	TG						Zm00001d028170	Dopamine beta-monooxygenase	AT2G04850		Zm00001d028170	True							
Zm00001d028473	TG						Zm00001d028473	Protein CHAPERONE-LIKE PROTEIN OF POR1 chloroplastic	AT3G51140		Zm00001d028473	True							
Zm00001d028510	TG						Zm00001d028510	Protein FAF-like chloroplastic	AT5G22090		Zm00001d028510	True							
Zm00001d029217	TG						Zm00001d029217	Probable F-box protein At1g60180	AT2G27310		Zm00001d029217	True							
Zm00001d029249	TG						Zm00001d029249	protein; Uncharacterised protein family containing protein expressed	AT5G02710		Zm00001d029249	True							
Zm00001d029426	TG						Zm00001d029426	Splicing factor arginine/serine-rich	AT4G36980		Zm00001d029426	True							
Zm00001d029441	TG						pectin methylesterase18	Probable pectinesterase/pectinesterase inhibitor 13	AT2G26450		pectin methylesterase18	True							
Zm00001d029560	TG						Zm00001d029560	RING/U-box superfamily protein	AT3G29270		Zm00001d029560	True							
Zm00001d029611	TG						Zm00001d029611	Arabinosyltransferase RRA3	AT1G19360	RRA3	Zm00001d029611 (RRA3)	True							
Zm00001d029768	TG						barley mlo defense gene homolog2	barley mlo defense gene homolog2	AT2G33670	MLO5	barley mlo defense gene homolog2 (MLO5)	True							
Zm00001d029852	TG						Zm00001d029852	DUF3527 domain protein	AT4G11450		Zm00001d029852	True							
Zm00001d030253	TG						Zm00001d030253	(Z)-3-hexen-1-ol acetyltransferase	AT5G17540		Zm00001d030253	True							
Zm00001d030379	TG						Zm00001d030379	Deoxyribodipyrimidine photo-lyase	AT1G12370	UVR2	Zm00001d030379 (UVR2)	True							
Zm00001d030496	TG						Zm00001d030496	Protein translocase/ protein transporter	AT5G55510		Zm00001d030496	True							
Zm00001d030598	TG						Zm00001d030598	aberrant lateral root formation 4	AT5G11030	ALF4	Zm00001d030598 (ALF4)	True							
Zm00001d031098	TG						IQ-domain 2	IQ-domain 5	AT3G22190	IQD5	IQ-domain 2 (IQD5)	True							
Zm00001d031178	TG						Zm00001d031178	Ubiquitin-protein ligase/ zinc ion binding protein	AT4G19670		Zm00001d031178	True	Ubiquitin-protein ligase/ zinc ion binding protein  	0.0	-0.646849854765054	0.044	0.129	0.0	MCs
Zm00001d031502	TG						Zm00001d031502	RanBP2-type zinc finger protein	AT1G67325		Zm00001d031502	True							
Zm00001d031696	TG						Zm00001d031696	Peptidyl-prolyl cis-trans isomerase FKBP16-3 chloroplastic			Zm00001d031696	True							
Zm00001d031956	TG						Zm00001d031956	Ribosomal protein	AT1G08360		Zm00001d031956	True							
Zm00001d031996	TG						Zm00001d031996	WD repeat-containing protein DWA2	AT1G20540		Zm00001d031996	True							
Zm00001d032160	TG						Zm00001d032160	Dephospho-CoA kinase	AT2G27490	ATCOAE	Zm00001d032160 (ATCOAE)	True							
Zm00001d032271	TG						Zm00001d032271	Endoglucanase 20	AT4G23560	GH9B15	Zm00001d032271 (GH9B15)	True							
Zm00001d032591	TG						Zm00001d032591	Endosomal targeting BRO1-like domain-containing protein	AT1G15130		Zm00001d032591	True							
Zm00001d032732	TG						cyclin-dependent kinase inhibitor1	cyclin-dependent kinase inhibitor1	AT5G48820	KRP3	cyclin-dependent kinase inhibitor1 (KRP3)	True							
Zm00001d033063	TG						Zm00001d033063	Protein DETOXIFICATION 40	AT3G21690		Zm00001d033063	True							
Zm00001d033077	TG						Zm00001d033077	Membrane metalloprotease ARASP chloroplastic	AT1G05140		Zm00001d033077	True							
Zm00001d033168	TG						Zm00001d033168		AT1G69070		Zm00001d033168	True							
Zm00001d033420	TG						Zm00001d033420	Acidic leucine-rich nuclear phosphoprotein 32-related protein	AT3G50690		Zm00001d033420	True							
Zm00001d033455	TG						Zm00001d033455	Protein P21	AT4G11650	OSM34	Zm00001d033455 (OSM34)	True							
Zm00001d033674	TG						Zm00001d033674	Protein binding protein	AT1G73950		Zm00001d033674	True							
Zm00001d033683	TG						Zm00001d033683	Phospholipase A2	AT2G06925	PLA2-ALPHA	Zm00001d033683 (PLA2-ALPHA)	True							
Zm00001d033717	TG						Zm00001d033717		AT1G73885		Zm00001d033717	True							
Zm00001d033924	TG						Zm00001d033924		AT3G56360		Zm00001d033924	True							
Zm00001d034219	TG						Zm00001d034219				Zm00001d034219	True							
Zm00001d034765	TG						Zm00001d034765	Sec14p-like phosphatidylinositol transfer family protein	AT1G01630		Zm00001d034765	True							
Zm00001d034778	TG						Zm00001d034778	Transmembrane and coiled-coil domain-containing protein 5B	AT2G33793		Zm00001d034778	True							
Zm00001d035002	TG						ferredoxin5	ferredoxin5	AT1G60950	FED A	ferredoxin5 (FED A)	True							
Zm00001d035115	TG						multidrug and toxic compound extrusion1	multidrug and toxic compound extrusion1	AT1G51340		multidrug and toxic compound extrusion1	True							
Zm00001d035198	TG						Zm00001d035198	ATPase	AT1G30540		Zm00001d035198	True							
Zm00001d035428	TG						Zm00001d035428	Zinc finger (C3HC4-type RING finger) family protein	AT5G60710		Zm00001d035428	True	Zinc finger (C3HC4-type RING finger) family protein	0.0	-0.8757329559083739	0.046	0.16899999999999998	0.0	MCs
Zm00001d035689	TG						cysteine protease5	cysteine protease5	AT1G20850	XCP2	cysteine protease5 (XCP2)	True							
Zm00001d036046	TG						Zm00001d036046	Magnesium protoporphyrin IX methyltransferase chloroplastic	AT4G25080	CHLM	Zm00001d036046 (CHLM)	True							
Zm00001d036245	TG						Zm00001d036245	Protein-tyrosine sulfotransferase	AT1G08030	TPST	Zm00001d036245 (TPST)	True							
Zm00001d036246	TG						Zm00001d036246	Atpob1	AT4G01140		Zm00001d036246	True							
Zm00001d036318	TG						Zm00001d036318	ATP binding protein	AT1G56120		Zm00001d036318	True							
Zm00001d036395	TG						Zm00001d036395	Probable protein phosphatase 2C 48	AT3G51370		Zm00001d036395	True							
Zm00001d036439	TG						arogenate dehydrogenase3	Arogenate dehydrogenase isoform 2	AT1G15710		arogenate dehydrogenase3	True							
Zm00001d036481	TG						Zm00001d036481	NEDD8-conjugating enzyme Ubc12	AT4G36800	RCE1	Zm00001d036481 (RCE1)	True							
Zm00001d036571	TG						Zm00001d036571	Heat shock 70 kDa protein 16	AT1G11660		Zm00001d036571	True							
Zm00001d037059	TG						Zm00001d037059	Alpha-glucan water dikinase 1 chloroplastic	AT1G10760	SOP1	Zm00001d037059 (SOP1)	True	Alpha-glucan water dikinase 1 chloroplastic	0.0	1.17781660210287	0.254	0.03	0.0	MCs
Zm00001d037463	TG						Zm00001d037463	Fiber protein Fb34	AT1G13380		Zm00001d037463	True							
Zm00001d037892	TG						Zm00001d037892	Protein SRC2 homolog	AT1G09070	SRC2	Zm00001d037892 (SRC2)	True							
Zm00001d037992	TG						Zm00001d037992	ERBB-3 BINDING PROTEIN 1	AT3G51800	EBP1	Zm00001d037992 (EBP1)	True							
Zm00001d038054	TG						GNAT-transcription factor 29	N-acetyltransferases;N-acetyltransferases	AT2G41450		GNAT-transcription factor 29	True							
Zm00001d038082	TG						Zm00001d038082		AT5G13500		Zm00001d038082	True							
Zm00001d038147	TG						Zm00001d038147	BI1-like protein	AT4G15470	LFG5	Zm00001d038147 (LFG5)	True							
Zm00001d038208	TG						Alfin-like-transcription factor 5	PHD finger protein ALFIN-LIKE 6	AT5G26210	AL4	Alfin-like-transcription factor 5 (AL4)	True							
Zm00001d038217	TG						targeting protein for Xklp2 2	TPX2 (targeting protein for Xklp2) protein family	AT3G27350		targeting protein for Xklp2 2	True							
Zm00001d038248	TG						Zm00001d038248	RNA-binding (RRM/RBD/RNP motifs) family protein	AT4G10110		Zm00001d038248	True	nan	0.0	0.2754004395372269	0.335	0.233	0.0	MCs
Zm00001d038272	TG						Zm00001d038272	Glycosyl hydrolase family protein	AT3G47000		Zm00001d038272	True							
Zm00001d038606	TG						Zm00001d038606	Putative uncharacterized protein	AT3G20680		Zm00001d038606	True							
Zm00001d038754	TG						Zm00001d038754	ER lumen protein retaining receptor	AT1G29330	ERD2	Zm00001d038754 (ERD2)	True							
Zm00001d038756	TG						Zm00001d038756	Protein LIKE COV 1	AT2G20120	COV1	Zm00001d038756 (COV1)	True							
Zm00001d038812	TG						homeobox2	homeobox2	AT3G19510	HAT3.1	homeobox2 (HAT3.1)	True							
Zm00001d039321	TG						Zm00001d039321	SMR domain-containing protein	AT5G58720		Zm00001d039321	True	SMR domain-containing protein 	0.0	0.7288052005044019	0.434	0.27	0.0	MCs
Zm00001d039350	TG						Zm00001d039350	Cwf15 / Cwc15 cell cycle control family protein	AT3G13200	EMB2769	Zm00001d039350 (EMB2769)	True							
Zm00001d039450	TG						Zm00001d039450	Probable phosphopantothenoylcysteine decarboxylase	AT1G48605	HAL3B	Zm00001d039450 (HAL3B)	True							
Zm00001d039460	TG						Zm00001d039460	Translation initiation factor SUI1 family protein	AT5G11900		Zm00001d039460	True							
Zm00001d039481	TG						Zm00001d039481	F-box/LRR-repeat protein	AT4G29420		Zm00001d039481	True							
Zm00001d039522	TG						Zm00001d039522		AT5G11700		Zm00001d039522	True							
Zm00001d039598	TG						Zm00001d039598	MAR-binding filament-like protein 1	AT3G16000	MFP1	Zm00001d039598 (MFP1)	True							
Zm00001d039866	TG						Zm00001d039866	Triosephosphate isomerase	AT2G39690		Zm00001d039866	True							
Zm00001d039893	TG						MYB-transcription factor 81	Duplicated homeodomain-like superfamily protein	AT5G58900		MYB-transcription factor 81	True							
Zm00001d039971	TG						Zm00001d039971	Metallo-hydrolase/oxidoreductase superfamily protein	AT1G25375		Zm00001d039971	True	Metallo-hydrolase/oxidoreductase superfamily protein	0.0	-0.8024042220346861	0.129	0.251	0.0	MCs
Zm00001d039982	TG						Zm00001d039982	DUF1639 family protein			Zm00001d039982	True							
Zm00001d040201	TG						Zm00001d040201	Protein NRT1/ PTR FAMILY 6.1	AT5G13400		Zm00001d040201	True							
Zm00001d040243	TG						Zm00001d040243	Sugar transporter ERD6-like 3	AT5G18840		Zm00001d040243	True							
Zm00001d040276	TG						Zm00001d040276	Pollen-specific protein like	AT4G18590		Zm00001d040276	True							
Zm00001d040818	TG						Zm00001d040818	Acyltransferase-like protein  chloroplastic	AT1G54570	PES1	Zm00001d040818 (PES1)	True	Acyltransferase-like protein  chloroplastic	0.0	0.53147913338461	0.147	0.044	0.0	MCs
Zm00001d041082	TG						kaurene synthase4	kaurene synthase4	AT1G79460	KS1	kaurene synthase4 (KS1)	True							
Zm00001d041362	TG						resistance to Puccinia sorghi3	resistance to Puccinia sorghi3			resistance to Puccinia sorghi3	True	 resistance to Puccinia sorghi3	0.0	0.533197887109346	0.222	0.104	0.0	MCs
Zm00001d042166	TG						Zm00001d042166				Zm00001d042166	True							
Zm00001d042503	TG						Zm00001d042503		AT1G05870		Zm00001d042503	True							
Zm00001d042584	TG						diphosphocytidyl methyl erythritol synthase1	diphosphocytidyl methyl erythritol synthase1	AT2G02500	MCT	diphosphocytidyl methyl erythritol synthase1 (MCT)	True							
Zm00001d042639	TG						Zm00001d042639	Mitotic spindle checkpoint protein MAD1	AT5G49880	NES1	Zm00001d042639 (NES1)	True							
Zm00001d043009	TG						Zm00001d043009	Thioredoxin family protein	AT4G28590	SVR4	Zm00001d043009 (SVR4)	True							
Zm00001d043044	TG						Zm00001d043044	Sec1/munc18-like (SM) proteins superfamily	AT2G45260		Zm00001d043044	True							
Zm00001d043278	TG						Zm00001d043278	Protein UPSTREAM OF FLC	AT1G05577		Zm00001d043278	True							
Zm00001d043422	TG						Zm00001d043422	RING-H2 finger protein ATL2K	AT2G42360		Zm00001d043422	True							
Zm00001d043442	TG						carotenoid cleavage dioxygenase8	carotenoid cleavage dioxygenase8	AT4G32810	MAX4	carotenoid cleavage dioxygenase8 (MAX4)	True							
Zm00001d043451	TG						Zm00001d043451	Dynamin-related protein 5A	AT1G53140	DRP5A	Zm00001d043451 (DRP5A)	True							
Zm00001d043517	TG						Zm00001d043517	Peptidase M28 family protein	AT5G19740		Zm00001d043517	True							
Zm00001d043850	TG						Zm00001d043850	Ubiquitin-like superfamily protein	AT4G01000		Zm00001d043850	True							
Zm00001d043868	TG						Zm00001d043868	Metal ion binding protein			Zm00001d043868	True							
Zm00001d044048	TG						Zm00001d044048	GDSL esterase/lipase	AT1G28600		Zm00001d044048	True							
Zm00001d044117	TG						MYB-related-transcription factor 41	DNA binding protein	AT4G39250	RSM2	MYB-related-transcription factor 41 (RSM2)	True							
Zm00001d044181	TG						Zm00001d044181	S-type anion channel SLAH3	AT5G24030	SLAH3	Zm00001d044181 (SLAH3)	True							
Zm00001d044339	TG						aldehyde dehydrogenase3	aldehyde dehydrogenase3	AT3G24503	REF1	aldehyde dehydrogenase3 (REF1)	True							
Zm00001d044765	TG						anthranilate O-methyltransferase2	Benzoate carboxyl methyltransferase	AT5G04370	NAMT1	anthranilate O-methyltransferase2 (NAMT1)	True	Benzoate carboxyl methyltransferase  	0.0	1.56725510259269	0.221	0.006	0.0	MCs
Zm00001d044774	TG						Zm00001d044774	RNI-like superfamily protein	AT1G10510	emb2004	Zm00001d044774 (emb2004)	True							
Zm00001d044863	TG						Zm00001d044863				Zm00001d044863	True							
Zm00001d045014	TG						chloroplast RNA splicing4a	chloroplast RNA splicing4	AT3G18110	EMB1270	chloroplast RNA splicing4a (EMB1270)	True							
Zm00001d045336	TG						Zm00001d045336		AT4G29520		Zm00001d045336	True							
Zm00001d045559	TG						Zm00001d045559	Binding partner of ACD11 1	AT4G17720		Zm00001d045559	True							
Zm00001d045603	TG						polymerase II transcription-mediator3	polymerase II transcription-mediator3	AT1G55325	MAB2	polymerase II transcription-mediator3 (MAB2)	True							
Zm00001d045742	TG						Zm00001d045742		AT4G16410		Zm00001d045742	True							
Zm00001d045953	TG						Zm00001d045953	tRNA(adenine(34)) deaminase chloroplastic	AT1G68720	TADA	Zm00001d045953 (TADA)	True							
Zm00001d046166	TG						Zm00001d046166	Polyadenylate-binding protein-interacting protein 9	AT1G32790	CID11	Zm00001d046166 (CID11)	True	Polyadenylate-binding protein-interacting protein 9	0.0	-0.561442702816782	0.16399999999999998	0.247	0.0	MCs
Zm00001d046342	TG						kaurene oxidase2	kaurene oxidase2	AT5G25900	GA3	kaurene oxidase2 (GA3)	True							
Zm00001d046440	TG						Zm00001d046440	FscO	AT5G11330		Zm00001d046440	True							
Zm00001d047779	TG						Zm00001d047779	Whole genome shotgun sequence of line PN40024 scaffold_36.assembly12x (Fragment)	AT3G28990		Zm00001d047779	True							
Zm00001d047935	TG						dihydrodipicolinate reductase1	4-hydroxy-tetrahydrodipicolinate reductase 2 chloroplastic	AT3G59890		dihydrodipicolinate reductase1	True							
Zm00001d047946	TG						RAD17 DNA repair protein homolog	Cell cycle checkpoint protein RAD17	AT5G66130	RAD17	RAD17 DNA repair protein homolog (RAD17)	True							
Zm00001d048235	TG						Zm00001d048235	transducin family protein / WD-40 repeat family protein	AT5G10940	ASG2	Zm00001d048235 (ASG2)	True							
Zm00001d048255	TG						Zm00001d048255	Eukaryotic translation initiation factor 3 subunit K	AT4G33250	TIF3K1	Zm00001d048255 (TIF3K1)	True							
Zm00001d048422	TG						Zm00001d048422	Photosynthetic NDH subunit of subcomplex B 2 chloroplastic	AT1G64770	PnsB2	Zm00001d048422 (PnsB2)	True							
Zm00001d048481	TG						Zm00001d048481	Remorin family protein	AT2G02170		Zm00001d048481	True							
Zm00001d048502	TG						Zm00001d048502	COP9 signalosome complex subunit 1	AT3G61140	SK31	Zm00001d048502 (SK31)	True							
Zm00001d048568	TG						Zm00001d048568		AT3G56870		Zm00001d048568	True							
Zm00001d048673	TG						Zm00001d048673	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain	AT2G47500		Zm00001d048673	True							
Zm00001d048760	TG						Zm00001d048760				Zm00001d048760	True							
Zm00001d048814	TG						Zm00001d048814	Dirigent protein 11	AT5G42510		Zm00001d048814	True							
Zm00001d048831	TG						Zm00001d048831		AT3G63390		Zm00001d048831	True							
Zm00001d049153	TG						Zm00001d049153	Catalytic/ hydrolase	AT1G79790	FHY1	Zm00001d049153 (FHY1)	True							
Zm00001d049159	TG						Zm00001d049159	Putative leucine-rich repeat receptor-like protein kinase family protein	AT2G01820		Zm00001d049159	True							
Zm00001d049166	TG						Zm00001d049166		AT5G63500		Zm00001d049166	True							
Zm00001d049203	TG						Zm00001d049203	Pentatricopeptide repeat-containing protein  chloroplastic	AT1G11290	CRR22	Zm00001d049203 (CRR22)	True							
Zm00001d049403	TG						Zm00001d049403	Calmodulin-binding transcription activator 2	AT2G22300	SR1	Zm00001d049403 (SR1)	True							
Zm00001d049539	TG						Zm00001d049539	FAD-binding Berberine family protein	AT5G44440		Zm00001d049539	True							
Zm00001d049851	TG						Zm00001d049851	ACT domain-containing protein ACR4	AT1G69040	ACR4	Zm00001d049851 (ACR4)	True							
Zm00001d049938	TG						kinesin-related protein8	kinesin-related protein8	AT2G36200		kinesin-related protein8	True							
Zm00001d049989	TG						Zm00001d049989	10-deacetylbaccatin III 10-O-acetyltransferase	AT5G17540		Zm00001d049989	True							
Zm00001d050069	TG						trehalose-6-phosphate synthase8	trehalose-6-phosphate synthase8	AT2G18700	TPS11	trehalose-6-phosphate synthase8 (TPS11)	True							
Zm00001d050089	TG						Zm00001d050089	Putative 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding family	AT3G14270	FAB1B	Zm00001d050089 (FAB1B)	True							
Zm00001d050119	TG						Zm00001d050119	Activator of heat shock protein ATPase	AT3G12050		Zm00001d050119	True							
Zm00001d050219	TG						phosphatidylinositol 3-kinase1	Phosphatidylinositol 3-kinase VPS34	AT1G60490	VPS34	phosphatidylinositol 3-kinase1 (VPS34)	True							
Zm00001d050283	TG						sulfate transporter2	Sulfate transporter 1.2	AT1G22150	SULTR1;3	sulfate transporter2 (SULTR1;3)	True	Sulfate transporter 1.2	0.0	-0.796961185654345	0.061	0.161	0.0	MCs
Zm00001d050293	TG						trehalose-6-phosphate synthase9	trehalose-6-phosphate synthase9	AT1G60140	TPS10	trehalose-6-phosphate synthase9 (TPS10)	True							
Zm00001d050526	TG						Zm00001d050526	Importin beta-like SAD2	AT2G31660	URM9	Zm00001d050526 (URM9)	True							
Zm00001d050666	TG						Zm00001d050666	2-Cys peroxiredoxin BAS1 chloroplastic	AT5G06290	2CPB	Zm00001d050666 (2CPB)	True							
Zm00001d051054	TG						Zm00001d051054				Zm00001d051054	True							
Zm00001d051360	TG						Zm00001d051360	Uncharacterised conserved protein (UCP012943)	AT4G25170		Zm00001d051360	True							
Zm00001d051415	TG						mechanosensitive channel of small conductance-like4	Mechanosensitive ion channel protein 6	AT3G14810	MSL5	mechanosensitive channel of small conductance-like4 (MSL5)	True							
Zm00001d051525	TG						Zm00001d051525	Oligopeptide transporter 4	AT5G64410	OPT4	Zm00001d051525 (OPT4)	True	Oligopeptide transporter 4	0.0	0.925664831768789	0.12	0.016	0.0	MCs
Zm00001d051746	TG						Zm00001d051746	Calcium sensing receptor chloroplastic	AT5G23060	CaS	Zm00001d051746 (CaS)	True	Calcium sensing receptor chloroplastic	0.0	2.3040057586871896	0.998	0.151	0.0	Mesophyll
Zm00001d051850	TG						Zm00001d051850	Peptidase S24/S26A/S26B/S26C family protein	AT1G52600		Zm00001d051850	True							
Zm00001d051915	TG						ABC(yeast) homolog1	ABC(yeast) homolog1	AT3G24190		ABC(yeast) homolog1	True	 ABC(yeast) homolog1	0.0	0.527546082042577	0.19399999999999998	0.094	0.0	MCs
Zm00001d052561	TG						Zm00001d052561	mRNA-decapping enzyme-like protein	AT1G08370	DCP1	Zm00001d052561 (DCP1)	True							
Zm00001d052777	TG						Zm00001d052777	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family			Zm00001d052777	True							
Zm00001d053149	TG						Zm00001d053149	Digalactosyldiacylglycerol synthase 1 chloroplastic	AT3G11670	DGD1	Zm00001d053149 (DGD1)	True							
Zm00001d053200	TG						Zm00001d053200	Ypt/Rab-GAP domain of gyp1p superfamily protein	AT5G41940		Zm00001d053200	True							
Zm00001d053252	TG						Zm00001d053252	GDSL esterase/lipase	AT2G04570		Zm00001d053252	True							
Zm00001d053296	TG						ubiquitin conjugating enzyme9	Ubiquitin-conjugating enzyme E2 variant 1C	AT2G36060	UEV1C	ubiquitin conjugating enzyme9 (UEV1C)	True							
Zm00001d053369	TG						WRKY-transcription factor 8	WRKY transcription factor 22	AT5G52830	WRKY27	WRKY-transcription factor 8 (WRKY27)	True							
Zm00001d053801	TG						Zm00001d053801	Phosphatase IMPL1 chloroplastic	AT1G31190	IMPL1	Zm00001d053801 (IMPL1)	True							
Zm00001d025572	TG						Zm00001d025572	Sugar transport protein 5	AT1G34580		Zm00001d025572	True	Sugar transport protein 5	0.0	-1.5745045225897198	0.044	0.22699999999999998	0.0	MCs
Zm00001d046915	TG						Zm00001d046915	Putative AMP-dependent synthetase and ligase superfamily protein	AT1G51680	AT4CL1	Zm00001d046915 (AT4CL1)	True							
Zm00001d053911	TG						Zm00001d053911				Zm00001d053911	True							
Zm00001d002333	TG						potassium high-affinity transporter11	Potassium transporter 10	AT1G31120	KUP10	potassium high-affinity transporter11 (KUP10)	True	Potassium transporter 10	0.0	-1.0933477405290501	0.043	0.174	0.0	MCs
Zm00001d002425	TG						Zm00001d002425	putrescine-binding periplasmic protein-related	AT1G31410	ENF2	Zm00001d002425 (ENF2)	True							
Zm00001d004676	TG						Zm00001d004676	ARM repeat superfamily protein	AT5G36230		Zm00001d004676	True							
Zm00001d020463	TG						Zm00001d020463	Sugar transport protein 7	AT4G02050	STP7	Zm00001d020463 (STP7)	True	Sugar transport protein 7	0.0	-0.9474684525968009	0.33	0.499	0.0	MCs
Zm00001d021494	TG						Zm00001d021494	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein	AT4G11610		Zm00001d021494	True							
Zm00001d024016	TG						Zm00001d024016	zinc finger (Ran-binding) family protein	AT2G17975		Zm00001d024016	True	zinc finger (Ran-binding) family protein	0.0	0.41337280341652605	0.175	0.092	0.0	MCs
Zm00001d026289	TG						Zm00001d026289	Potassium transporter 10	AT1G31120	KUP10	Zm00001d026289 (KUP10)	True	Potassium transporter 10	0.0	-1.10276244245027	0.142	0.341	0.0	MCs
Zm00001d037060	TG						Zm00001d037060	DNAJ heat shock N-terminal domain-containing protein	AT5G23240	DJC76	Zm00001d037060 (DJC76)	True							
Zm00001d038227	TG						NAC-transcription factor 112	Putative NAC domain transcription factor superfamily protein isoform 1%3B Putative NAC domain transcription factor superfamily protein isoform 2	AT5G09330	VNI1	NAC-transcription factor 112 (VNI1)	True							
Zm00001d041693	TG						Zm00001d041693	Golgin candidate 6	AT3G27530	MAG4	Zm00001d041693 (MAG4)	True							
Zm00001d042058	TG						Zm00001d042058	SART-1 family protein DOT2	AT5G16780	MDF	Zm00001d042058 (MDF)	True							
Zm00001d044037	TG						Zm00001d044037	Protein trichome birefringence-like 39	AT1G29050	TBL38	Zm00001d044037 (TBL38)	True							
Zm00001d049363	TG						Zm00001d049363	Putative alcohol dehydrogenase superfamily protein	AT3G45770		Zm00001d049363	True							
Zm00001d052785	TG						Zm00001d052785	Plant UBX domain-containing protein 11	AT2G43210		Zm00001d052785	True							
Zm00001d002891	TG						Zm00001d002891	Chaperone DnaJ-domain superfamily protein	AT2G18465	DJC72	Zm00001d002891 (DJC72)	True							
Zm00001d005140	TG						Zm00001d005140	Meiotic nuclear division protein 1 homolog	AT4G29170	ATMND1	Zm00001d005140 (ATMND1)	True							
Zm00001d005687	TG						trehalose-6-phosphate synthase5	trehalose-6-phosphate synthase5	AT1G23870	TPS9	trehalose-6-phosphate synthase5 (TPS9)	True							
Zm00001d016397	TG						Zm00001d016397	UDP-Glycosyltransferase superfamily protein	AT5G24750		Zm00001d016397	True							
Zm00001d016411	TG						Zm00001d016411	ADPATP carrier protein 1 chloroplastic	AT1G80300	NTT1	Zm00001d016411 (NTT1)	True	ADPATP carrier protein 1 chloroplastic	0.0	0.7245764252105541	0.20800000000000002	0.098	0.0	MCs
Zm00001d016996	TG						Zm00001d016996	Protein PHYLLO chloroplastic	AT1G68890	PHYLLO	Zm00001d016996 (PHYLLO)	True							
Zm00001d019980	TG						Zm00001d019980	Phosphoglycerate mutase family protein	AT3G52155		Zm00001d019980	True							
Zm00001d020238	TG						Zm00001d020238	Protein HOTHEAD	AT1G72970	HTH	Zm00001d020238 (HTH)	True							
Zm00001d022295	TG						HSF-transcription factor 27	Heat stress transcription factor B-4	AT1G46264	SCZ	HSF-transcription factor 27 (SCZ)	True							
Zm00001d023636	TG						C3H-transcription factor 354	Zinc finger CCCH domain-containing protein 67	AT3G48440		C3H-transcription factor 354	True							
Zm00001d024678	TG						Zm00001d024678	Calcium/calmodulin-regulated receptor-like kinase 1	AT5G54590	CRLK1	Zm00001d024678 (CRLK1)	True							
Zm00001d025834	TG						Zm00001d025834	Inositol transporter 4	AT1G30220	INT2	Zm00001d025834 (INT2)	True							
Zm00001d026061	TG						OVATE-transcription factor 41	Plant-specific domain TIGR01568 family protein	AT3G52525	OFP6	OVATE-transcription factor 41 (OFP6)	True							
Zm00001d029607	TG						GRAS-transcription factor 58	Protein SHORT-ROOT	AT4G37650	SHR	GRAS-transcription factor 58 (SHR)	True							
Zm00001d029918	TG						Zm00001d029918	Gallus gallus similar to zinc finger RNA binding protein (LOC427010) mRNA.			Zm00001d029918	True							
Zm00001d038250	TG						Zm00001d038250	HSP40/DnaJ peptide-binding protein	AT3G08910		Zm00001d038250	True							
Zm00001d038578	TG						Zm00001d038578	Mediator of RNA polymerase II transcription subunit 23	AT5G04000		Zm00001d038578	True							
Zm00001d040163	TG						deoxy xylulose reductoisomerase1	deoxy xylulose reductoisomerase1	AT5G62790	PDE129	deoxy xylulose reductoisomerase1 (PDE129)	True	 deoxy xylulose reductoisomerase1	0.0	1.17228608958071	0.899	0.132	0.0	Mesophyll
Zm00001d041732	TG						Zm00001d041732				Zm00001d041732	True							
Zm00001d048066	TG						Zm00001d048066	Sec14p-like phosphatidylinositol transfer family protein	AT1G05370		Zm00001d048066	True							
Zm00001d050051	TG						Zm00001d050051	Calcineurin subunit B	AT3G18430		Zm00001d050051	True							
Zm00001d050245	TG						Zm00001d050245	Serine/arginine-rich splicing factor SR45a	AT4G35785		Zm00001d050245	True	nan	0.0	0.33167483143229604	0.59	0.456	0.0	MCs
Zm00001d053782	TG						cytochrome P450 15	cytochrome P450 15	AT4G15110	CYP97B3	cytochrome P450 15 (CYP97B3)	True							
Zm00001d053813	TG						Zm00001d053813	Cullin-associated NEDD8-dissociated protein 1	AT2G02560	TIP120	Zm00001d053813 (TIP120)	True							
Zm00001d002970	TG						silkless ears1	silkless ears1	AT3G22250		silkless ears1	True							
Zm00001d007280	TG						Zea mays ARGOS homolog3	Zea mays ARGOS homolog3			Zea mays ARGOS homolog3	True							
Zm00001d008772	TG						Zm00001d008772	Serinc-domain containing serine and sphingolipid biosynthesis protein	AT3G24460		Zm00001d008772	True							
Zm00001d012988	TG						Zm00001d012988	CASP-like protein 4B1	AT2G38480		Zm00001d012988	True							
Zm00001d019968	TG						Zm00001d019968	Enhancer of polycomb-like transcription factor protein	AT1G79020		Zm00001d019968	True							
